id	sexo	idade	vinculo	estacionamento	instalacoes	ambiente
1442	Masculino	39	Servidor	Ruim	Ótimo	Bom
1443	Masculino	19	Estagiário	Bom	Bom	Ótimo
1444	Masculino	37	Terceirizado	Bom	Ótimo	Ótimo
1445	Masculino	41	Terceirizado	Ruim	Ruim	Bom
1446	Masculino	31	Terceirizado	Regular	Regular	Bom
1447	Feminino	36	Servidor	Ruim	Bom	Bom
1448	Feminino	28	Terceirizado	Bom	Ótimo	Ótimo
1449	Masculino	32	Terceirizado	Ruim	Bom	Bom
1450	Feminino	34	Servidor	Regular	Ótimo	Bom
1451	Feminino	36	Servidor	Bom	Ótimo	Bom
1452	Masculino	35	Servidor	Ótimo	Ótimo	Bom
1453	Masculino	32	Servidor	Regular	Ótimo	Bom
1454	Masculino	37	Terceirizado	Ótimo	Ótimo	Ótimo
1455	Masculino	42	Servidor	Ruim	Bom	Bom
1456	Masculino	36	Servidor	Bom	Ótimo	Bom
1457	Masculino	37	Servidor	Regular	Ruim	Bom
1458	Masculino	32	Terceirizado	Regular	Ótimo	Ótimo
1459	Masculino	33	Terceirizado	Regular	Ótimo	Ótimo
1460	Feminino	24	Servidor	Regular	Bom	Bom
1461	Feminino	27	Terceirizado	Regular	Ótimo	Ótimo
1462	Feminino	40	Terceirizado	Bom	Ótimo	Ótimo
1463	Masculino	35	Servidor	Regular	Regular	Bom
1464	Masculino	35	Terceirizado	Bom	Bom	Ótimo
1465	Feminino	45	Servidor	Regular	Ótimo	Bom
1466	Masculino	19	Estagiário	Ruim	Ótimo	Bom
1467	Masculino	35	Servidor	Regular	Ótimo	Ótimo
1468	Masculino	39	Servidor	Bom	Ótimo	Bom
1469	Feminino	43	Terceirizado	Ótimo	Ótimo	Ótimo
1470	Feminino	35	Terceirizado	Bom	Ótimo	Bom
1471	Feminino	18	Estagiário	Ruim	Ótimo	Ótimo
1472	Masculino	30	Terceirizado	Bom	Bom	Ótimo
1473	Masculino	29	Servidor	Bom	Ótimo	Ótimo
1474	Feminino	39	Terceirizado	Bom	Ótimo	Bom
1475	Feminino	38	Terceirizado	Bom	Ótimo	Regular
1476	Feminino	40	Servidor	Regular	Bom	Bom
1477	Masculino	41	Servidor	Regular	Ótimo	Bom
1478	Feminino	27	Servidor	Ótimo	Ótimo	Bom
1479	Masculino	32	Servidor	Regular	Bom	Ótimo
1480	Masculino	33	Servidor	Regular	Ótimo	Bom
1481	Masculino	35	Terceirizado	Regular	Ótimo	Bom
1482	Feminino	32	Servidor	Bom	Bom	Regular
1483	Feminino	29	Servidor	Bom	Regular	Bom
1484	Masculino	35	Servidor	Bom	Ótimo	Bom
1485	Masculino	20	Estagiário	Bom	Ótimo	Ótimo
1486	Feminino	38	Servidor	Bom	Ótimo	Regular
1487	Feminino	31	Servidor	Ruim	Bom	Bom
1488	Masculino	35	Servidor	Regular	Ótimo	Regular
1489	Masculino	22	Estagiário	Bom	Ótimo	Bom
1490	Feminino	34	Servidor	Bom	Ótimo	Bom
1491	Masculino	37	Servidor	Regular	Bom	Regular
1492	Masculino	20	Servidor	Regular	Ruim	Regular
1493	Masculino	35	Servidor	Regular	Ótimo	Bom
1494	Feminino	19	Estagiário	Bom	Bom	Ótimo
1495	Masculino	22	Estagiário	Bom	Ótimo	Ótimo
1496	Masculino	24	Servidor	Ótimo	Bom	Bom
1497	Masculino	43	Servidor	Regular	Ótimo	Bom
1498	Masculino	41	Servidor	Bom	Ótimo	Bom
1499	Masculino	28	Servidor	Bom	Ótimo	Ótimo
1500	Masculino	22	Servidor	Regular	Bom	Bom
1501	Masculino	32	Terceirizado	Regular	Ótimo	Bom
1502	Masculino	36	Servidor	Bom	Ótimo	Bom
1503	Feminino	18	Estagiário	Regular	Ótimo	Ótimo
1504	Masculino	30	Servidor	Bom	Ótimo	Bom
1505	Masculino	39	Servidor	Bom	Ótimo	Bom
1506	Feminino	37	Servidor	Regular	Regular	Ótimo
1507	Masculino	21	Estagiário	Bom	Ótimo	Bom
1508	Masculino	18	Estagiário	Bom	Bom	Ótimo
1509	Masculino	28	Servidor	Bom	Ótimo	Ótimo
1510	Masculino	37	Servidor	Regular	Ótimo	Ótimo
1511	Feminino	38	Servidor	Regular	Ótimo	Bom
1512	Masculino	30	Servidor	Regular	Ótimo	Bom
1513	Feminino	32	Terceirizado	Regular	Ótimo	Bom
1514	Masculino	37	Servidor	Regular	Bom	Bom
1515	Feminino	24	Servidor	Bom	Ótimo	Bom
1516	Masculino	32	Servidor	Regular	Ótimo	Regular
1517	Feminino	37	Servidor	Bom	Regular	Bom
1518	Feminino	46	Servidor	Bom	Ótimo	Bom
1519	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
1520	Feminino	44	Servidor	Regular	Ótimo	Bom
1521	Feminino	35	Servidor	Regular	Regular	Bom
1522	Feminino	44	Terceirizado	Regular	Ruim	Ótimo
1523	Feminino	19	Estagiário	Ruim	Ótimo	Regular
1524	Feminino	32	Servidor	Regular	Bom	Bom
1525	Masculino	34	Servidor	Regular	Bom	Bom
1526	Feminino	38	Servidor	Bom	Ótimo	Bom
1527	Masculino	36	Servidor	Regular	Regular	Bom
1528	Masculino	26	Servidor	Regular	Ótimo	Ótimo
1529	Feminino	19	Estagiário	Bom	Ótimo	Regular
1530	Feminino	43	Servidor	Regular	Ótimo	Ótimo
1531	Feminino	35	Servidor	Ruim	Ótimo	Bom
1532	Masculino	34	Servidor	Regular	Ruim	Bom
1533	Masculino	26	Terceirizado	Ruim	Bom	Ótimo
1534	Masculino	48	Servidor	Bom	Bom	Regular
1535	Masculino	41	Servidor	Bom	Bom	Ótimo
1536	Masculino	44	Servidor	Ótimo	Ótimo	Ótimo
1537	Feminino	32	Servidor	Bom	Bom	Bom
1538	Masculino	38	Servidor	Regular	Regular	Bom
1539	Masculino	19	Estagiário	Bom	Bom	Ótimo
1540	Feminino	30	Servidor	Bom	Ótimo	Ótimo
1541	Masculino	43	Servidor	Regular	Bom	Regular
1542	Masculino	31	Servidor	Bom	Bom	Bom
1543	Feminino	40	Servidor	Regular	Ótimo	Regular
1544	Masculino	40	Servidor	Regular	Regular	Bom
1545	Masculino	22	Estagiário	Ruim	Ótimo	Ótimo
1546	Feminino	38	Servidor	Ruim	Regular	Regular
1547	Masculino	36	Servidor	Regular	Bom	Bom
1548	Masculino	19	Estagiário	Bom	Bom	Ótimo
1549	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
1550	Masculino	34	Servidor	Bom	Ótimo	Ótimo
1551	Masculino	35	Servidor	Bom	Bom	Bom
1552	Feminino	18	Estagiário	Regular	Ótimo	Bom
1553	Masculino	34	Servidor	Regular	Ótimo	Bom
1554	Feminino	30	Terceirizado	Bom	Ótimo	Regular
1555	Masculino	35	Terceirizado	Regular	Regular	Bom
1556	Feminino	19	Estagiário	Regular	Ótimo	Ótimo
1557	Feminino	28	Terceirizado	Bom	Bom	Ótimo
1558	Masculino	32	Servidor	Regular	Ruim	Bom
1559	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
1560	Feminino	36	Terceirizado	Bom	Ótimo	Bom
1561	Masculino	28	Servidor	Bom	Ótimo	Bom
1562	Masculino	33	Servidor	Ruim	Bom	Bom
1563	Feminino	42	Servidor	Regular	Ótimo	Bom
1564	Masculino	41	Servidor	Regular	Ótimo	Bom
1565	Feminino	20	Estagiário	Regular	Ótimo	Ótimo
1566	Masculino	29	Terceirizado	Regular	Ruim	Bom
1567	Masculino	27	Servidor	Ruim	Ótimo	Bom
1568	Masculino	38	Servidor	Ruim	Ótimo	Bom
1569	Masculino	44	Servidor	Ótimo	Ótimo	Bom
1570	Masculino	36	Servidor	Bom	Ótimo	Ótimo
1571	Masculino	38	Servidor	Regular	Ótimo	Bom
1572	Masculino	26	Servidor	Bom	Ótimo	Ruim
1573	Feminino	37	Servidor	Regular	Ótimo	Ótimo
1574	Feminino	44	Terceirizado	Regular	Ótimo	Ótimo
1575	Feminino	30	Terceirizado	Bom	Regular	Ótimo
1576	Feminino	21	Estagiário	Bom	Ótimo	Ótimo
1577	Masculino	28	Servidor	Regular	Ótimo	Bom
1578	Feminino	38	Servidor	Regular	Ótimo	Ótimo
1579	Masculino	36	Terceirizado	Regular	Ótimo	Ótimo
1580	Feminino	38	Servidor	Regular	Ruim	Bom
1581	Feminino	40	Terceirizado	Bom	Bom	Ótimo
1582	Feminino	31	Servidor	Ruim	Ótimo	Bom
1583	Feminino	35	Servidor	Bom	Bom	Bom
1584	Feminino	37	Servidor	Ótimo	Ruim	Bom
1585	Feminino	31	Terceirizado	Regular	Ótimo	Ótimo
1586	Feminino	32	Servidor	Regular	Ótimo	Bom
1587	Masculino	21	Estagiário	Regular	Bom	Ótimo
1588	Feminino	30	Servidor	Bom	Bom	Bom
1589	Feminino	42	Servidor	Regular	Ótimo	Bom
1590	Feminino	23	Estagiário	Regular	Ótimo	Bom
1591	Feminino	33	Servidor	Bom	Ótimo	Bom
1592	Masculino	18	Estagiário	Bom	Ótimo	Ótimo
1593	Masculino	40	Servidor	Regular	Ótimo	Ótimo
1594	Masculino	28	Servidor	Bom	Regular	Bom
1595	Masculino	21	Estagiário	Bom	Regular	Ótimo
1596	Masculino	30	Terceirizado	Regular	Bom	Ótimo
1597	Masculino	23	Servidor	Regular	Bom	Bom
1598	Feminino	43	Terceirizado	Bom	Ótimo	Ótimo
1599	Feminino	37	Servidor	Ótimo	Ótimo	Ótimo
1600	Feminino	29	Terceirizado	Regular	Ótimo	Ótimo
1601	Feminino	18	Estagiário	Bom	Bom	Ótimo
1602	Feminino	38	Terceirizado	Bom	Ótimo	Ótimo
1603	Feminino	32	Terceirizado	Regular	Ótimo	Ótimo
1604	Feminino	36	Servidor	Regular	Ótimo	Bom
1605	Feminino	38	Servidor	Regular	Ótimo	Bom
1606	Feminino	31	Terceirizado	Bom	Ótimo	Bom
1607	Feminino	42	Servidor	Bom	Ótimo	Bom
1608	Masculino	33	Terceirizado	Bom	Ótimo	Regular
1609	Feminino	32	Servidor	Ótimo	Bom	Regular
1610	Feminino	35	Servidor	Bom	Ótimo	Bom
1611	Feminino	39	Servidor	Regular	Ótimo	Bom
1612	Feminino	30	Terceirizado	Ótimo	Ótimo	Ótimo
1613	Feminino	33	Servidor	Bom	Ótimo	Bom
1614	Feminino	51	Servidor	Bom	Ótimo	Regular
1615	Masculino	29	Terceirizado	Ruim	Ótimo	Ótimo
1616	Feminino	35	Servidor	Bom	Regular	Bom
1617	Feminino	28	Servidor	Regular	Ruim	Bom
1618	Feminino	43	Terceirizado	Ruim	Ótimo	Ótimo
1619	Masculino	20	Estagiário	Bom	Ótimo	Regular
1620	Masculino	38	Servidor	Regular	Ótimo	Bom
1621	Masculino	33	Terceirizado	Bom	Ótimo	Ótimo
1622	Masculino	51	Servidor	Regular	Ótimo	Ótimo
1623	Masculino	29	Terceirizado	Regular	Ótimo	Ótimo
1624	Masculino	35	Servidor	Ruim	Ótimo	Ótimo
1625	Masculino	41	Servidor	Regular	Ótimo	Regular
1626	Feminino	33	Servidor	Bom	Bom	Bom
1627	Masculino	18	Estagiário	Bom	Ótimo	Ótimo
1628	Feminino	25	Servidor	Bom	Ótimo	Bom
1629	Masculino	37	Servidor	Bom	Ótimo	Regular
1630	Feminino	34	Servidor	Regular	Bom	Bom
1631	Masculino	20	Estagiário	Bom	Regular	Bom
1632	Feminino	28	Servidor	Regular	Regular	Bom
1633	Feminino	36	Servidor	Bom	Ótimo	Bom
1634	Feminino	34	Servidor	Regular	Ótimo	Bom
1635	Masculino	35	Terceirizado	Regular	Bom	Ótimo
1636	Feminino	31	Servidor	Regular	Bom	Bom
1637	Feminino	28	Servidor	Bom	Bom	Bom
1638	Feminino	39	Servidor	Regular	Ótimo	Ótimo
1639	Feminino	37	Servidor	Bom	Bom	Regular
1640	Masculino	38	Servidor	Bom	Bom	Bom
1641	Masculino	36	Servidor	Regular	Bom	Ótimo
1642	Feminino	35	Servidor	Regular	Bom	Bom
1643	Masculino	44	Servidor	Regular	Ótimo	Ótimo
1644	Feminino	41	Servidor	Ruim	Ótimo	Bom
1645	Masculino	34	Servidor	Regular	Regular	Bom
1646	Masculino	38	Servidor	Regular	Ótimo	Bom
1647	Masculino	40	Terceirizado	Regular	Ruim	Ótimo
1648	Masculino	46	Servidor	Bom	Ótimo	Ótimo
1649	Masculino	26	Servidor	Regular	Bom	Regular
1650	Masculino	29	Servidor	Bom	Bom	Bom
1651	Masculino	36	Servidor	Ruim	Bom	Bom
1652	Masculino	39	Servidor	Ruim	Bom	Regular
1653	Feminino	25	Terceirizado	Bom	Ótimo	Ótimo
1654	Masculino	31	Servidor	Bom	Regular	Bom
1655	Feminino	32	Servidor	Regular	Bom	Bom
1656	Masculino	48	Servidor	Ruim	Regular	Bom
1657	Masculino	42	Servidor	Bom	Bom	Bom
1658	Masculino	18	Estagiário	Regular	Bom	Bom
1659	Masculino	35	Servidor	Bom	Ótimo	Ótimo
1660	Feminino	36	Servidor	Bom	Ótimo	Bom
1661	Feminino	32	Servidor	Regular	Bom	Ótimo
1662	Feminino	39	Servidor	Regular	Ótimo	Bom
1663	Feminino	22	Estagiário	Regular	Ótimo	Ótimo
1664	Feminino	26	Terceirizado	Regular	Ótimo	Ótimo
1665	Feminino	27	Terceirizado	Bom	Ótimo	Ótimo
1666	Masculino	34	Servidor	Ótimo	Ótimo	Ótimo
1667	Feminino	42	Terceirizado	Ruim	Bom	Ótimo
1668	Masculino	34	Terceirizado	Ruim	Ótimo	Ótimo
1669	Feminino	18	Estagiário	Ruim	Regular	Ótimo
1670	Masculino	34	Servidor	Regular	Bom	Ótimo
1671	Masculino	27	Servidor	Bom	Ótimo	Regular
1672	Masculino	38	Servidor	Ruim	Ótimo	Bom
1673	Feminino	35	Servidor	Ruim	Regular	Bom
1674	Feminino	27	Servidor	Ruim	Ótimo	Ótimo
1675	Masculino	48	Servidor	Bom	Ótimo	Bom
1676	Feminino	44	Servidor	Ruim	Ótimo	Bom
1677	Masculino	38	Servidor	Bom	Ótimo	Ótimo
1678	Masculino	32	Servidor	Bom	Bom	Bom
1679	Masculino	41	Servidor	Regular	Ótimo	Bom
1680	Masculino	34	Servidor	Bom	Regular	Bom
1681	Feminino	35	Servidor	Regular	Bom	Ótimo
1682	Masculino	23	Estagiário	Bom	Bom	Bom
1683	Feminino	42	Terceirizado	Regular	Ótimo	Ótimo
1684	Masculino	45	Servidor	Bom	Ótimo	Bom
1685	Feminino	39	Servidor	Regular	Bom	Ruim
1686	Feminino	33	Servidor	Regular	Ótimo	Regular
1687	Feminino	52	Servidor	Regular	Ótimo	Bom
1688	Feminino	26	Servidor	Bom	Regular	Bom
1689	Masculino	18	Estagiário	Bom	Ótimo	Ótimo
1690	Feminino	28	Servidor	Ruim	Ótimo	Bom
1691	Feminino	38	Servidor	Bom	Ótimo	Ótimo
1692	Feminino	33	Terceirizado	Bom	Bom	Ótimo
1693	Masculino	41	Servidor	Regular	Ótimo	Bom
1694	Masculino	37	Servidor	Bom	Bom	Bom
1695	Feminino	50	Servidor	Bom	Ótimo	Bom
1696	Masculino	33	Terceirizado	Regular	Bom	Ótimo
1697	Masculino	33	Servidor	Bom	Bom	Bom
1698	Feminino	21	Estagiário	Bom	Ótimo	Ótimo
1699	Feminino	43	Servidor	Regular	Regular	Bom
1700	Feminino	34	Servidor	Bom	Bom	Bom
1701	Feminino	35	Servidor	Bom	Ótimo	Bom
1702	Masculino	37	Terceirizado	Regular	Ótimo	Bom
1703	Feminino	24	Servidor	Bom	Ótimo	Bom
1704	Feminino	26	Servidor	Regular	Ótimo	Regular
1705	Feminino	35	Terceirizado	Bom	Ótimo	Ótimo
1706	Masculino	46	Servidor	Regular	Ótimo	Ótimo
1707	Feminino	45	Terceirizado	Ótimo	Ótimo	Bom
1708	Feminino	45	Servidor	Ruim	Ótimo	Bom
1709	Masculino	29	Terceirizado	Bom	Ótimo	Bom
1710	Feminino	38	Servidor	Regular	Bom	Regular
1711	Masculino	31	Servidor	Bom	Regular	Regular
1712	Masculino	34	Terceirizado	Regular	Ótimo	Bom
1713	Feminino	30	Terceirizado	Ruim	Ótimo	Ótimo
1714	Feminino	35	Terceirizado	Regular	Ótimo	Ótimo
1715	Masculino	20	Estagiário	Bom	Bom	Bom
1716	Feminino	27	Servidor	Ruim	Ótimo	Bom
1717	Feminino	38	Servidor	Bom	Ótimo	Bom
1718	Masculino	38	Terceirizado	Bom	Ruim	Ótimo
1719	Feminino	33	Servidor	Regular	Bom	Ótimo
1720	Feminino	32	Servidor	Bom	Ótimo	Bom
1721	Masculino	43	Servidor	Bom	Ruim	Regular
1722	Feminino	37	Servidor	Regular	Bom	Bom
1723	Feminino	22	Estagiário	Regular	Bom	Ótimo
1724	Feminino	28	Terceirizado	Ruim	Ruim	Ruim
1725	Feminino	40	Terceirizado	Regular	Ótimo	Ótimo
1726	Feminino	33	Terceirizado	Regular	Ótimo	Ótimo
1727	Feminino	44	Servidor	Regular	Ruim	Bom
1728	Feminino	22	Servidor	Regular	Ótimo	Regular
1729	Feminino	32	Servidor	Bom	Bom	Bom
1730	Feminino	39	Servidor	Bom	Ótimo	Bom
1731	Feminino	29	Servidor	Ruim	Ótimo	Regular
1732	Feminino	34	Servidor	Bom	Ótimo	Ruim
1733	Feminino	19	Estagiário	Regular	Ótimo	Regular
1734	Feminino	35	Terceirizado	Bom	Ótimo	Ótimo
1735	Feminino	42	Terceirizado	Bom	Regular	Ótimo
1736	Masculino	36	Servidor	Bom	Ótimo	Bom
1737	Feminino	28	Servidor	Regular	Ótimo	Ótimo
1738	Masculino	31	Servidor	Ruim	Regular	Bom
1739	Masculino	40	Terceirizado	Bom	Bom	Ótimo
1740	Masculino	20	Estagiário	Regular	Ruim	Ótimo
1741	Masculino	20	Estagiário	Regular	Bom	Ótimo
1742	Masculino	21	Estagiário	Bom	Bom	Ótimo
1743	Masculino	31	Terceirizado	Bom	Ótimo	Ótimo
1744	Feminino	20	Estagiário	Bom	Regular	Bom
1745	Masculino	30	Servidor	Bom	Ótimo	Ótimo
1746	Masculino	35	Servidor	Regular	Ótimo	Bom
1747	Feminino	33	Servidor	Regular	Ótimo	Ótimo
1748	Masculino	40	Servidor	Regular	Bom	Bom
1749	Feminino	23	Servidor	Regular	Bom	Ótimo
1750	Feminino	32	Servidor	Ruim	Ótimo	Bom
1751	Masculino	34	Servidor	Regular	Bom	Regular
1752	Feminino	33	Servidor	Bom	Regular	Bom
1753	Masculino	39	Servidor	Bom	Ótimo	Regular
1754	Masculino	34	Servidor	Bom	Ótimo	Bom
1755	Masculino	41	Servidor	Regular	Bom	Bom
1756	Feminino	42	Terceirizado	Ruim	Ótimo	Ótimo
1757	Feminino	34	Terceirizado	Regular	Ótimo	Bom
1758	Masculino	21	Servidor	Regular	Bom	Ótimo
1759	Masculino	31	Servidor	Ruim	Bom	Ótimo
1760	Masculino	24	Servidor	Regular	Ótimo	Ótimo
1761	Masculino	36	Servidor	Regular	Ótimo	Bom
1762	Feminino	33	Terceirizado	Regular	Ótimo	Ótimo
1763	Masculino	19	Estagiário	Ruim	Bom	Ótimo
1764	Feminino	19	Estagiário	Bom	Bom	Ótimo
1765	Feminino	31	Terceirizado	Ótimo	Ótimo	Bom
1766	Masculino	33	Servidor	Regular	Bom	Bom
1767	Feminino	26	Servidor	Ruim	Bom	Bom
1768	Masculino	36	Terceirizado	Bom	Regular	Ótimo
1769	Feminino	31	Servidor	Ótimo	Ruim	Bom
1770	Feminino	32	Terceirizado	Regular	Bom	Ótimo
1771	Feminino	34	Servidor	Regular	Ótimo	Ótimo
1772	Feminino	48	Terceirizado	Regular	Ótimo	Ótimo
1773	Masculino	31	Terceirizado	Regular	Regular	Bom
1774	Masculino	36	Servidor	Regular	Regular	Bom
1775	Masculino	39	Terceirizado	Ruim	Bom	Bom
1776	Feminino	41	Servidor	Bom	Bom	Ruim
1777	Feminino	43	Servidor	Bom	Ruim	Bom
1778	Feminino	41	Terceirizado	Bom	Ótimo	Ótimo
1779	Feminino	38	Servidor	Bom	Ótimo	Bom
1780	Masculino	30	Servidor	Ruim	Ótimo	Ótimo
1781	Masculino	20	Estagiário	Bom	Bom	Ótimo
1782	Feminino	38	Servidor	Bom	Ótimo	Bom
1783	Feminino	41	Terceirizado	Ótimo	Bom	Ótimo
1784	Masculino	47	Servidor	Regular	Ótimo	Bom
1785	Feminino	34	Servidor	Bom	Ótimo	Ótimo
1786	Masculino	22	Estagiário	Ruim	Ótimo	Regular
1787	Masculino	34	Terceirizado	Regular	Ótimo	Ótimo
1788	Masculino	31	Servidor	Regular	Ótimo	Ótimo
1789	Masculino	28	Terceirizado	Regular	Bom	Ótimo
1790	Masculino	31	Servidor	Ótimo	Bom	Bom
1791	Masculino	22	Servidor	Bom	Ótimo	Ruim
1792	Feminino	42	Servidor	Bom	Bom	Bom
1793	Feminino	32	Servidor	Regular	Ótimo	Regular
1794	Feminino	35	Terceirizado	Regular	Ótimo	Ótimo
1795	Masculino	18	Estagiário	Bom	Ótimo	Regular
1796	Masculino	39	Terceirizado	Bom	Ótimo	Ótimo
1797	Feminino	32	Servidor	Regular	Ótimo	Bom
1798	Feminino	27	Servidor	Regular	Bom	Bom
1799	Masculino	30	Servidor	Regular	Bom	Regular
1800	Masculino	32	Servidor	Ruim	Ótimo	Bom
1801	Masculino	29	Servidor	Ótimo	Bom	Ótimo
1802	Masculino	23	Estagiário	Bom	Ótimo	Ótimo
1803	Feminino	33	Terceirizado	Ruim	Bom	Ótimo
1804	Feminino	31	Terceirizado	Regular	Regular	Ótimo
1805	Feminino	28	Servidor	Regular	Ótimo	Bom
1806	Feminino	35	Servidor	Bom	Bom	Bom
1807	Masculino	41	Terceirizado	Regular	Ótimo	Ótimo
1808	Feminino	29	Servidor	Regular	Bom	Ótimo
1809	Masculino	30	Terceirizado	Bom	Ótimo	Ótimo
1810	Feminino	25	Servidor	Ótimo	Bom	Bom
1811	Feminino	32	Terceirizado	Bom	Bom	Ótimo
1812	Masculino	36	Servidor	Bom	Ótimo	Bom
1813	Masculino	31	Servidor	Regular	Ótimo	Bom
1814	Feminino	38	Servidor	Bom	Ótimo	Ótimo
1815	Masculino	30	Servidor	Regular	Bom	Bom
1816	Masculino	23	Estagiário	Bom	Ótimo	Ótimo
1817	Feminino	37	Servidor	Regular	Bom	Ótimo
1818	Feminino	35	Servidor	Ruim	Bom	Bom
1819	Masculino	26	Terceirizado	Regular	Regular	Ótimo
1820	Masculino	40	Servidor	Bom	Ótimo	Bom
1821	Feminino	37	Servidor	Bom	Bom	Bom
1822	Feminino	44	Servidor	Ruim	Ótimo	Bom
1823	Masculino	41	Terceirizado	Bom	Bom	Ótimo
1824	Masculino	35	Servidor	Bom	Bom	Ótimo
1825	Masculino	23	Estagiário	Ruim	Ótimo	Ótimo
1826	Feminino	29	Servidor	Ruim	Bom	Ótimo
1827	Feminino	40	Servidor	Regular	Ótimo	Regular
1828	Masculino	35	Servidor	Ótimo	Bom	Bom
1829	Masculino	45	Servidor	Bom	Bom	Bom
1830	Feminino	19	Estagiário	Bom	Ruim	Bom
1831	Feminino	47	Servidor	Bom	Ótimo	Bom
1832	Masculino	20	Estagiário	Ótimo	Ótimo	Ótimo
1833	Masculino	18	Estagiário	Regular	Ótimo	Ótimo
1834	Masculino	22	Estagiário	Bom	Ótimo	Ótimo
1835	Masculino	18	Estagiário	Regular	Ótimo	Regular
1836	Masculino	34	Servidor	Ruim	Bom	Bom
1837	Feminino	36	Terceirizado	Regular	Ótimo	Ótimo
1838	Masculino	30	Servidor	Bom	Ótimo	Ótimo
1839	Feminino	45	Terceirizado	Bom	Ótimo	Ótimo
1840	Masculino	34	Terceirizado	Bom	Ótimo	Ótimo
1841	Feminino	24	Servidor	Bom	Ótimo	Bom
1842	Masculino	32	Servidor	Regular	Ótimo	Bom
1843	Feminino	26	Servidor	Regular	Bom	Regular
1844	Masculino	37	Terceirizado	Ótimo	Regular	Regular
1845	Feminino	31	Servidor	Bom	Bom	Bom
1846	Masculino	40	Servidor	Regular	Ótimo	Bom
1847	Masculino	34	Servidor	Ótimo	Ruim	Regular
1848	Masculino	27	Terceirizado	Regular	Bom	Bom
1849	Feminino	23	Estagiário	Regular	Regular	Ótimo
1850	Masculino	42	Servidor	Bom	Regular	Bom
1851	Masculino	26	Servidor	Regular	Bom	Bom
1852	Feminino	31	Servidor	Regular	Ótimo	Bom
1853	Masculino	41	Terceirizado	Bom	Ótimo	Ruim
1854	Masculino	30	Servidor	Regular	Ótimo	Bom
1855	Masculino	34	Servidor	Bom	Bom	Bom
1856	Feminino	35	Servidor	Bom	Ótimo	Ótimo
1857	Feminino	33	Servidor	Ruim	Bom	Regular
1858	Feminino	40	Servidor	Bom	Ótimo	Bom
1859	Masculino	34	Servidor	Regular	Ótimo	Bom
1860	Feminino	32	Servidor	Bom	Regular	Regular
1861	Feminino	28	Servidor	Bom	Ótimo	Bom
1862	Masculino	30	Servidor	Bom	Ótimo	Regular
1863	Feminino	47	Servidor	Regular	Ótimo	Ótimo
1864	Masculino	30	Servidor	Ótimo	Ruim	Regular
1865	Masculino	32	Servidor	Regular	Ruim	Ruim
1866	Feminino	40	Servidor	Bom	Ruim	Bom
1867	Feminino	38	Servidor	Ruim	Ótimo	Bom
1868	Feminino	39	Servidor	Bom	Ótimo	Ótimo
1869	Masculino	43	Servidor	Bom	Bom	Regular
1870	Feminino	18	Estagiário	Ruim	Ótimo	Ótimo
1871	Feminino	31	Terceirizado	Bom	Ótimo	Ótimo
1872	Masculino	34	Servidor	Regular	Ótimo	Bom
1873	Masculino	27	Terceirizado	Bom	Ótimo	Ótimo
1874	Masculino	46	Terceirizado	Regular	Ótimo	Bom
1875	Masculino	27	Servidor	Ruim	Ótimo	Bom
1876	Feminino	42	Terceirizado	Regular	Bom	Bom
1877	Feminino	30	Servidor	Ruim	Bom	Bom
1878	Feminino	47	Servidor	Bom	Ótimo	Bom
1879	Masculino	35	Servidor	Bom	Ótimo	Regular
1880	Masculino	27	Servidor	Bom	Ruim	Bom
1881	Feminino	34	Servidor	Ruim	Ótimo	Bom
1882	Feminino	39	Servidor	Regular	Ótimo	Bom
1883	Masculino	33	Servidor	Bom	Bom	Bom
1884	Masculino	29	Servidor	Regular	Ótimo	Bom
1885	Masculino	34	Servidor	Ruim	Ótimo	Bom
1886	Feminino	34	Terceirizado	Bom	Ótimo	Ótimo
1887	Masculino	42	Servidor	Bom	Bom	Bom
1888	Feminino	35	Servidor	Bom	Bom	Bom
1889	Masculino	39	Servidor	Regular	Bom	Bom
1890	Masculino	35	Terceirizado	Ruim	Bom	Bom
1891	Masculino	29	Servidor	Regular	Ótimo	Ruim
1892	Feminino	49	Servidor	Regular	Ótimo	Bom
1893	Feminino	28	Servidor	Ruim	Regular	Regular
1894	Feminino	31	Servidor	Regular	Ruim	Bom
1895	Feminino	33	Servidor	Ótimo	Ótimo	Ruim
1896	Masculino	37	Terceirizado	Ruim	Ótimo	Bom
1897	Masculino	36	Servidor	Bom	Bom	Bom
1898	Feminino	22	Estagiário	Ruim	Bom	Ótimo
1899	Masculino	27	Terceirizado	Regular	Ótimo	Ótimo
1900	Masculino	34	Servidor	Regular	Ótimo	Ruim
1901	Feminino	27	Servidor	Regular	Ótimo	Bom
1902	Masculino	43	Servidor	Regular	Bom	Ótimo
1903	Masculino	30	Terceirizado	Bom	Bom	Bom
1904	Masculino	22	Estagiário	Regular	Ruim	Ótimo
1905	Masculino	23	Estagiário	Bom	Bom	Ótimo
1906	Masculino	19	Estagiário	Bom	Ótimo	Ótimo
1907	Masculino	30	Servidor	Regular	Ótimo	Bom
1908	Masculino	29	Servidor	Ruim	Ótimo	Bom
1909	Masculino	53	Servidor	Ótimo	Bom	Bom
